"courseCode","courseName","courseCredit","courseCategory","courseAvailability","descriptions","created_at","updated_at"
"LMRR1512","CAHAYA DALAM KEHIDUPAN","2","C5","","Cahaya dari sumber asli atau buatan memainkan peranan yang penting dalam penghidupan seharian. Kemajuan sains dan teknologi berasaskan cahaya telah menggalakkan pertumbuhan dan menyediakan penyelesaian cabaran global mengenai tenaga, pertanian, kesihatan dan komunikasi. Tenaga cahaya yang berasal dari sinaran cahaya matahari dapat dirubah kepada tenaga haba dan elektrik sebagai sumber tenaga yang bersih. Penggunaan tenaga suria dapat mengurangkan pencemaran alam sekitar dan kos mengawal perubahan iklim. Dalam pertanian dan hortikutur, rumah-hijau diguna untuk merubah cahaya suria kepada haba bagi menanam bijian yang tidak lasak dengan iklim asal kawasan tertentu. Dalam abad ke-21 ini, fotonik yang merupakan bidang ilmu sains cahaya moden telah bekembang dengan pesat meliputi sektor komunikasi, perubatan, keselamatan, pengcahayaan, dan hiburan. Objektif kursus ini adalah bertujuan untuk memperkenalkan pelajar kepada teknologi dan fenomenon optic, pemakaian dalam penghidupan seharian, impak teknologi ini terhadap masyarakat termasuk pendidikan, kebudayaan, pengurusan alam sekitar dan pengawalan perubahan iklim. Pelajar akan meneroka kaedah untuk berkomunikasi secara berkesan dengan orang awam tentang sains, terutamanya optik. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk Pembelajaran Berasaskan Masalah dan Pembelajaran Berasaskan Pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRR1522","PERANCANGAN PROJEK DAN PROJECTLIBRE","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRR1531","PROSES MIKROFABRIKASI","2","C5","","Kursus ini menawarkan asas kaedah proses mikro/nanofabrikasi industri yang bersistematik. Diperkenalkan untuk memudahkan pemilihan proses penyelidikan dan pembuatan bagi komponen peranti CMOS dan MEMS berdasarkan keperluan fungsian. Pelajar akan belajar bagaimana untuk memilih proses yang terbaik untuk komponen tertentu dengan mengambil kira kedua-dua faktor iaitu kebolehlaksanaan teknikal dan dari sudut ekonomi. Matlamat kandungan kursus adalah untuk memberi pemahaman dan pengalaman teori dan amal asas sains dan teknologi proses mikro/nanofabrikasi seperti yang digunakan dalam bidang akademik dan industri. Terdiri daripada tiga proses utama iaitu pertama, penambahan bahan, kedua, pemindahan corak dan ketiga, penyingkiran bahan bagi pembentukan peranti semikonduktor, CMOS dan MEMS.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRR1532","PERCETAKAN TIGA DIMENSI","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRR1542","NANOTEKNOLOGI DALAM SEKTOR ELEKTRONIK DAN T","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRS1501","ASAS TENAGA KETERBAHARUAN","2","C5","","Secara umumnya dunia bergantung dengan banyak pada bahan api fosil seperti arang batu, minyak, dan gas asli untuk menjana tenaga. Sumber bahan api fosil ini adalah terhad yang semakin berkurang dan boleh menyebabkannya menjadi terlalu mahal seterusnya menggugat kestabilan dan ekonomi sesebuah negara. Selain itu, penjanaan tenaga dari sumber ini juga mengancam alam sekitar. Sebaliknya, tenaga yang dijana dari sumber keterbaharuan seperti tenaga angin, tenaga ombak dan tenaga suria sentiasa ada dan tidak akan kehabisan. Penjanaan tenaga keterbaharuan ini adalah lestari, selamat dan tidak merosakkan alam sekitar. Banyak negara termasuk Malaysia sudah mula beralih ke arah penjanaan tenaga dari sumber ini melalui pelbagai polisi, insentif dan sebagainya. Kursus ini bertujuan mendedahkan kepada pelajar keperluan tenaga terkini dan masa depan, menilai sumber-sumber tenaga konvensional dan tenaga keterbaharuan. Pelajar juga akan didedahkan dengan prinsip-prinsip asas tenaga, kaedah penilaian tenaga dan isu-isu semasa berkaitan tanaga. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk Pembelajaran Berasaskan Masalah dan Pembelajaran Berasaskan Pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMRS1512","PENGENALAN KEPADA TENAGA KETERBAHARUAN DAN","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1202","NARATIF, TREND GLOBAL DAN BUDAYA HARIAN","2","C2","","Kursus ini bertujuan untuk meningkatkan pemahaman kritis terhadap pengaruh naratif tradisional dan kontemporari yang meresapi setiap domain termasuk teknologi, komunikasi, sastera, seni lukis, musik, fesyen, makanan, seni bina, pemasaran, hiburan serta hubungan interpersonal dan kehidupan keluarga. Penekanan akan diberikan kepada komunikasi multimodal, kerja berpasukan dan penglibatan dengan trend semasa dalam pelbagai domain sosio-budaya. Kursus ini akan dijalankan melalui ceramah interaktif, bengkel, kerja lapangan dan projek-projek kreatif. Kursus ini akan memberi tumpuan kepada membolehkan pelajar mendapat pendedahan kepada isu-isu dan trend global dan menganalisis secara kritis pengaruh tren berbeza dalam kehidupan seharian mereka meluahkan kreativiti mereka melalui pelbagai mod komunikasi.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1212","BUDAYA GLOBAL DALAM DOMAIN DIGITAL","2","C2","","Kursus ini bertujuan memperkenalkan kepada para pelajar konsep peranan domain digital dalam membangunkan literasi kepelbagaian budaya global serta kepentingan dan nilai budaya global dalam pelbagai konteks digital seperti buku atas talian, laman web, museum digital, filem pendek dan sebagainya. Penekanan akan diberikan kepada komunikasi, kerja berpasukan dan penglibatan dalam aktiviti membangunkan projek komuniti berteraskan konteks digital. Kursus akan diadakan dalam bentuk kuliah interaktif, kerja lapangan dan pengalaman pembelajaran (experiential learning). Tumpuan utama kursus ini adalah untuk membolehkan pelajar menerapkan pengetahuan dan mengaplikasikan kemahiran komunikasi dan pemikiran kritikal yang lebih positif dalam pelbagai konteks budaya global dalam domain digital.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1222","PENGAJIAN ADAPTASI DI DALAM KESUSASTERAAN BAH","2","C2","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1232","ZAMAN ROMANTISME DALAM MANDALA DIGITAL","2","C2","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1502","KESELAMATAN DAN ALAM SIBER","2","C5","","Kewujudan Internet memainkan peranan yang penting dalam bidang teknologi maklumat dan masyarakat. Jelas, alam siber membawa banyak faedah kepada kita. Namun penggunaan ICT dan Internet mengundang pelbagai ancaman yang menggugat keselamatan pengguna. Melalui kursus ini dapat meningkatkan kesedaran tentang ancaman alam siber dan cara mengurangkan risiko serta meningkatkan keselamatan semasa menggunakan Internet. Kursus ini adalah bertujuan untuk memperkenalkan pelajar kepada teknik asas keselamatan siber, aplikasi, faedah, risiko, kepentingan serta pengawalannya. Pendedahan mengenai teori-teori keselamatan dan kesedaran serta bagaimana menggunakannya dalam menangani isu-isu alam siber akan turut diberikan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pembelajaran berasaskan masalah dan pembelajaran berasaskan pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1602","SASTERA UNTUK KECERDASAN EMOSI","2","C6","","Kursus ini bertujuan untuk memperkenalkan pelajar kepada konsep asas kecerdasan emosi termasuk kesedaran diri, kesedaran sosial dan tanggungjawab sosial, dan kepentingan konsep tersebut dalam memahami isu-isu yang dibangkitkan dalam kesusasteraan dunia. Teks sastera akan digunakan sebagai cermin yang membayangkan ise umat manusia, dan melalui bacaan teks sastera, pelajar akan diajar untuk menjiwai watak sastera, di samping membina kesedaran sosial dan tanggungjawab sosial. Penekanan akan diberikan kepada kemahiran muhasabah diri, empati emosi dalam konteks kepelbagaian, dan pemikiran kritis dan kreatif. Kursus ini akan menggunakan teknik pengajaran flipped serta mobile.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1612","TRANSFORMASI PSIKOLOGI WIRA DAN PENJAHAT SAST","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1622","KEIBUBAPAAN POSITIF","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1632","MINDA MEMBANGUN MELALUI CERITA","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMSK1642","PENDIDIKAN DAN PENCEGAHAN DADAH","2","C6","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMST1112","PENGURUSAN RISIKO PERIBADI","2","C6","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai konsep asas risiko dan amalan pengurusan risiko peribadi. Pelajar akan didedahkan kepada jenis dan pengelasan risiko. Kekerapan sesuatu risiko itu berlaku dan tahap ketenatan yang dialami turut dibincangkan. Pelajar diberi pendedahan dalam mengenal pasti risiko, kaedah dan amalan pengurusan risiko yang bersesuaian menerusi tugasan berkumpulan. Tugasan adalah dalam bentuk kerja berkumpulan dan lawatan ke lapangan serta pembentangan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMST1122","KESIHATAN DAN KESELAMATAN PEKERJAAN","2","C6","","Kursus ini bertujuan memperkenalkan kepada para pelajar mengenai risiko yang berkaitan Kesihatan dan Keselamatan Pekerjaan (OSH). OSH adalah berkaitan dengan keselamatan, kesihatan dan kebajikan orang yang terlibat dalam suatu pekerjaan. Kursus ini memberi pendedahan kepada pengurusan dan peningkatan kesihatan pekerja; penambahbaikan persekitaran kerja agar menjadi lebih kondusif untuk keselamatan dan kesihatan; dan pembangunan organisasi kerja dan budaya kerja ke arah yang menyokong kesihatan dan keselamatan di tempat kerja. Tugasan adalah dalam bentuk kerja berkumpulan dan lawatan ke lapangan serta pembentangan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMST1302","NOMBOR DAN MANTIK","2","C3","","Kursus ini member pencerahan tentang kepentingan konsep asas nombor daripada nilai nyata hinggalah ke nilai kompleks dan penggunaan mantik dalam membuat keputusan. Perbincangan asas menyentuh tentang kefahaman asas nombor, symbol dan mantik yang terkandung di dalamnya. Di samping itu, kursus ini juga memberi gambaran asas tentang teknik pembuktian yang amat diperlukan untuk membuat sesuatu keputusan berdasarkan penaakulan mantik. Secara tidak langsung, kursus ini menyediakan pola pemikiran saintifik dalam membangunkan peradaban manusia. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk permainan, pengalaman, pembelajaran berpusatkan pelajar dan pembelajaran berpaksikan hasilan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMST1402","APLIKASI BIOTEKNOLOGI DALAM AKUAKUAKULTUR","2","C4","","Industri akuakultur kini pendapat perhatian seantero dunia disebabkan oleh permintaan yang semakin meningkat bagi produk akuatik yang lestari. Ini telah mewujudkan peluang bagi usahawan generasi muda untuk berkecimpung dalam industri ini. Kursus memperkenalkan pelajar kepada aplikasi bioteknologi dan kepentingan pengurusan ternakan dalam industri akuakultur yang lestari. Topik yang akan diajar merupakan ilmu asas yang penting untuk membina sebuah keusahawanan akuakultur yang berjaya, termasuklah penternakan ikan, penjagaan kesihatan ikan, model penternakan, sumber genetik, risiko alam sekitar, keselamatan makanan, undang-undang yang melibatkan organisma akuatik transgenik/hibrid dan aplikasi komersil bioteknologi perikanan. Pelajar juga akan berpeluang untuk berhubung dan berinteraksi dengan individu/industri yang terlibat dengan penternakan ikan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMST1502","CENDAWAN DAN INDUSTRI","2","C5","","Masyarakat Malaysia secara umumnya telah mengenali cendawan/kulat sejak dahulu lagi terutamanya sebagai sumber makanan. Namun begitu, masih banyak lagi peranan dan sumbangan cendawan/kulat yang tidak diketahui oleh masyarakat umum. Kursus ini memberi tumpuan kepada pengenalan berkaitan jenis-jenis cendawan/kulat yang wujud di dunia. Selain itu, beberapa isu-isu berkaitan cendawan dalam industri pertanian dan perubatan serta kegunaan cendawan/kulat dalam kerangka pembangunan industri bioteknologi meliputi kegiatan penghasilan enzim komersil juga akan dibincangkan. Akhir sekali, pelajar akan didedahkan dengan potensi industri cendawan di Malaysia melalui lawatan industri dan projek mini.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMST1512","APLIKASI BIOTEKNOLOGI DALAM KEHIDUPAN","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMST1522","TUMBUHAN HIASAN DAN KUALITI UDARA","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT1023","PENGATURCARAAN UNTUK SAINS SOSIAL","3","C5","","Kursus ini bertujuan untuk mendedahkan pelajar daripada bidang Sains Sosial kepada asas pengaturcaraan menggunakan Bahasa Pengaturcaraan Visual Basic. Sebahagian besar kursus meliputi elemen penting dalam bahagian berstruktur bahasa berkenaan. Kursus ini meliputi tajuk asas pengaturcaraan, input dan output, struktur kawalan, fungsi takrifan pengguna, tatasusunan dan pangkalan data. Perlaksanaan pembelajaran adalah berasaskan kepada masalah bagi menunjukkan kepada pelajar kaitan elemen pengaturcaraan dalam menyelesaikan masalah bidang Sains Sosial.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT1033","PENGATURCARAAN UNTUK SAINS DAN TEKNOLOGI","4","C5","","Kursus ini bertujuan untuk mendedahkan pelajar daripada bidang Sains dan Teknologi yang mempunyai asas pengaturcaraan kepada Bahasa Pengaturcaraan C++. Kursus ini adalah berkenaan penggunaan struktur data seperti timbunan, giliran, senarai, graf dan pokok dedua dalam menyelesaikan masalah. Penggunaan beberapa algoritma am (seperti gabungan, carian dan min-max) juga dibincang oleh kursus ini. Sejumlah masalah popular digunakan dalam kursus ini.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT1913","PENGENALAN TEKNOLOGI MAKLUMAT","3","C6","","Kursus ini bertujuan memperkenalkan konsep teknologi maklumat dan penggunaannya dalam kehidupan manusia dan juga organisasi. Kursus ini dimulakan dengan membincangkan kepentingan teknologi maklumat, komponen teknologi maklumat, komputeran internet dan komputeran mudahalih, sistem maklumat, pengurusan data dan pengetahuan, e-dagang dan juga impak teknologi maklumat kepada masyarakat.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT1964","PANGKALAN DATA  DAN APLIKASINYA","3","C4","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT2013","METODOLOGI PEMBANGUNAN PERISIAN","3","C3","","Kursus ini bertujuan untuk memberi pengenalan kepada pelajar tentang proses penghasilan perisian yang terdapat pada masa kini. Pelajar akan didedahkan tentang bagaimana pembangunan perisian dilaksanakan dengan menggunakan teknik dan disiplin yang bersesuaian dengan perisian yang bakal dihasilkan. Berasaskan kepada pengetahuan proses perisian dan kaedah terkini dalam penghasilan perisian berkualiti, pelajar akan membangunkan aplikasi perisian dalam skop yang kecil untuk membolehkan pelajar menggunakan teori yang dipelajari dan mengaplikasi kepada pembangunan perisian yang sebenar.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT2113","TEKNOLOGI MAKLUMAT DAN KOMUNIKASI DALAM MASYARAKAT MALAYSIA","3","C6","","Kursus ini bertujuan untuk mendedahkan kepada pelajar antarabangsa tentang sosio ekonomi Malaysia secara ringkas dan perkembangan ICT di Malaysia. Bagi mencapai objektif ini, pelajar diberi pengetahuan yang lengkap tentang sejarah, infrastruktur, initiatif kerajaan dan pembangunan teknologi terkini ICT di Malaysia. Pelajar di dedahkan dengan implimentasi ICT dalam masyarakat luar bandar, pendidikan, ekonomi dan perubatan. Pelajar juga didedahkan kaedah penggunaan e-kerajaan, media sosial, media kreatif dan e-komuniti dalam usaha pengintegrasian masyarakat Malaysia. Di akhir kursus, pelajar akan membuat kajian kes tentang penggunaan ICT di kawasan yang akan ditetapkan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT2263","PANGKALAN DATA DAN APLIKASI","3","C4","","Kursus ini memberikan pelajar asas yang kukuh dalam mereka bentuk dan implemetasi pangkalan data. Kursus ini tertumpu kepada aktiviti mereka bentuk pangkalan data, dan menunjukkan bahawa kejayaan implementasi pangkalan data adalah melalui reka bentuk yang baik dari sudut pandangan strategik persekitaran data. Contoh sebenar diberikan sebagai latihan perbincangan berkumpulan bagi membantu pelajar membina kemahiran mereka bentuk aplikasi pangkalan data yang bermakna dan bernilai di dunia sebenar.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT2553","PEMBANGUNAN APLIKASI WEB","3","C5","","Kursus ini bertujuan untuk memberi kemahiran asas pengaturcaraan web kepada pelajar. Kursus ini memperkenalkan konsep dan teknik mereka bentuk dan membangun aplikasi web; Pelajar akan menggunakan alat-alat (tools) yang boleh digunakan untuk mengorganisasi, mencapai, menyimpan dan menyebar maklumat dalam web. Perisian yang akan digunakan adalah Dreamweaver, untuk membina fail HTML5 yang dinamik; dan CSS3 dan JavaScript untuk membina interaktiviti dalam laman web. Teknologi pelayan-pelanggan melalui laman web dinamik akan diperkenalkan dengan menggunakan bahasa pengaturcaraan Hypertext PreProcessor (PHP) dan pangkalan data MySQL. Aspek lain yang akan ditekankan ialah isu asas dalam rekabentuk aplikasi web interaktif; prinsip dalam rekabentuk; rekabentuk dokumen dan penyelitan grafik; penyusunan teks; pemilihan antaramuka dan hubungan dengan dokumen lain. Pada akhir kursus pelajar akan mengimplimentasi teknik dan pengetahuan yang dipelajari dalam projek mini yang akan dibangunkan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMTT2683","ORGANISASI MAKLUMAT","3","C3","","Kursus ini memfokus kepada organisasi maklumat menggunakan struktur klassifikasi dan penjanaan elemen metadata sebagai perwakilan. Kursus ini meliputi asas konseptual dan amali untuk menjana sistem untuk pengorganisasian dan perwakilan sumber maklumat. Kandungan kursus meliputi: aplikasi penjanaan dan penggunaan pelbagai teknik dan sistem untuk mengorganisasi dan mewakili sumber maklumat. Kursus ini memperkenalkan teori dan proses yang terlibat dalam mengorganisasi pelbagai jenis maklumat iaitu: pendeskripsian sumber maklumat dan akses, rekod bibliografik dan elemen metadata, pengkelasan, pengindeksan dan pengabstrakan termasuk organisasi fail dan pembinaan sistem capaian maklumat secara berkomputer. Kursus ini diakhiri dengan perkembangan dan isu organisasi dan capaian maklumat masa kini.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
